0,1,departure,destination,distance,weighted_distance,log
"('25403', '25404')",2,25403,25404,13490.8358776,6745.41793878,19464.162018
"('32084', '32086')",2,32084,32086,7261.24531693,3630.62265846,10476.7626094
"('76126', '91730')",1,76126,91730,2232642.65729,2232642.65729,inf
"('36081', '95054')",1,36081,95054,4008533.86814,4008533.86814,inf
"('84032', '99207')",1,84032,99207,748849.748819,748849.748819,inf
"('20879', '20886')",2,20879,20886,3767.33830683,1883.66915342,5436.12029262
"('18701', '18702')",1,18701,18702,14191.6737323,14191.6737323,inf
"('10040', '33179')",1,10040,33179,782342.281484,782342.281484,inf
"('19135', '46001')",1,19135,46001,1179732.21254,1179732.21254,inf
"('37211', '49686')",1,37211,49686,144535.017411,144535.017411,inf
"('58078', '90670')",1,58078,90670,2375767.47439,2375767.47439,inf
"('21221', '58103')",1,21221,58103,2262523.24479,2262523.24479,inf
"('41042', '96067')",1,41042,96067,4194937.93403,4194937.93403,inf
"('55904', '55906')",1,55904,55906,1064.72261385,1064.72261385,inf
"('44138', '92780')",1,44138,92780,3985114.49176,3985114.49176,inf
"('19142', '19146')",1,19142,19146,5486.51219074,5486.51219074,inf
"('45240', '89103')",1,45240,89103,3410948.44656,3410948.44656,inf
"('73112', '93933')",1,73112,93933,2692416.36413,2692416.36413,inf
"('78741', '97444')",1,78741,97444,2984873.00418,2984873.00418,inf
"('90046', '90048')",3,90046,90048,2179.56742924,726.522476413,1984.92777117
"('11237', '32819')",1,11237,32819,883846.120752,883846.120752,inf
"('27537', '98133')",1,27537,98133,4867043.73655,4867043.73655,inf
"('85209', '85212')",1,85209,85212,2209.39574032,2209.39574032,inf
"('48073', '84128')",1,48073,84128,3211280.58168,3211280.58168,inf
"('91361', '91362')",5,91361,91362,8392.23842007,1678.44768401,5215.39090955
"('90744', '91731')",1,90744,91731,28906.5538068,28906.5538068,inf
"('27231', '33705')",1,27231,33705,412980.553145,412980.553145,inf
"('28215', '75150')",1,28215,75150,1771718.56848,1771718.56848,inf
"('37411', '60007')",1,37411,60007,310967.860591,310967.860591,inf
"('60616', '80021')",1,60616,80021,1944631.74305,1944631.74305,inf
"('85258', '99820')",1,85258,99820,2833053.53005,2833053.53005,inf
"('90278', '95060')",1,90278,95060,453074.931248,453074.931248,inf
"('30066', '50854')",1,30066,50854,1077649.67247,1077649.67247,inf
"('30354', '36075')",1,30354,36075,171298.570871,171298.570871,inf
"('89510', '89519')",2,89510,89519,42906.1079672,21453.0539836,61901.4291881
"('29530', '30518')",1,29530,30518,476732.937136,476732.937136,inf
"('40502', '40517')",2,40502,40517,754.964466132,377.482233066,1090.18349134
"('21703', '91754')",1,21703,91754,4517995.51517,4517995.51517,inf
"('72113', '90012')",1,72113,90012,2873418.07406,2873418.07406,inf
"('37128', '91505')",1,37128,91505,3542261.33891,3542261.33891,inf
"('75165', '85258')",1,75165,85258,1680492.56077,1680492.56077,inf
"('85258', '85262')",1,85258,85262,15012.91717,15012.91717,inf
"('28173', '48116')",1,28173,48116,357129.004071,357129.004071,inf
"('90012', '94607')",1,90012,94607,497871.993187,497871.993187,inf
"('75081', '75244')",1,75081,75244,14082.3324789,14082.3324789,inf
"('30354', '34711')",1,30354,34711,300531.913977,300531.913977,inf
"('60440', '97230')",1,60440,97230,3828009.70017,3828009.70017,inf
"('36854', '55112')",1,36854,55112,884730.104612,884730.104612,inf
"('45133', '92154')",1,45133,92154,3713343.42137,3713343.42137,inf
"('78410', '92374')",1,78410,92374,2183471.67259,2183471.67259,inf
"('40013', '91730')",1,40013,91730,3570686.00816,3570686.00816,inf
"('43085', '44120')",1,43085,44120,160689.055245,160689.055245,inf
"('46507', '46516')",2,46507,46516,14021.7119715,7010.85598574,20230.054326
"('48374', '48390')",2,48374,48390,5496.34785243,2748.17392622,7930.5537897
"('11351', '11356')",2,11351,11356,1781.20801803,890.604009013,2570.7399744
"('53527', '90059')",1,53527,90059,3229952.72431,3229952.72431,inf
"('94010', '94066')",1,94010,94066,8217.33600099,8217.33600099,inf
"('91733', '98632')",1,91733,98632,882012.083775,882012.083775,inf
"('53219', '90058')",1,53219,90058,3358036.37917,3358036.37917,inf
"('21215', '77099')",1,21215,77099,2095574.20735,2095574.20735,inf
"('15214', '90027')",1,15214,90027,4251526.06044,4251526.06044,inf
"('92115', '93033')",1,92115,93033,239636.005255,239636.005255,inf
"('11747', '64116')",1,11747,64116,2353592.53468,2353592.53468,inf
"('56425', '56455')",1,56425,56455,30633.1930669,30633.1930669,inf
"('61571', '77002')",1,61571,77002,660297.263415,660297.263415,inf
"('40031', '91010')",1,40031,91010,3618906.5537,3618906.5537,inf
"('34432', '34758')",1,34432,34758,100616.35778,100616.35778,inf
"('57747', '78028')",1,57747,78028,563269.674686,563269.674686,inf
"('85258', '95693')",1,85258,95693,1062421.64496,1062421.64496,inf
"('42409', '65714')",1,42409,65714,625814.67945,625814.67945,inf
"('21045', '21046')",1,21045,21046,1745.83039975,1745.83039975,inf
"('32666', '33576')",1,32666,33576,43292.1855375,43292.1855375,inf
"('70394', '77706')",1,70394,77706,395558.990086,395558.990086,inf
"('60607', '60661')",1,60607,60661,834.225345397,834.225345397,inf
"('18018', '99693')",1,18018,99693,7988793.52291,7988793.52291,inf
"('18940', '80524')",1,18940,80524,3346029.21362,3346029.21362,inf
"('34112', '98052')",1,34112,98052,4437124.77626,4437124.77626,inf
"('98373', '98375')",2,98373,98375,2884.11082194,1442.05541097,4161.89238019
"('60074', '63143')",1,60074,63143,255145.822605,255145.822605,inf
"('80501', '85205')",1,80501,85205,771487.882618,771487.882618,inf
"('70002', '70006')",1,70002,70006,3204.86023555,3204.86023555,inf
"('52530', '91761')",1,52530,91761,2815124.91729,2815124.91729,inf
"('34604', '76708')",1,34604,76708,1642959.42581,1642959.42581,inf
"('27529', '90058')",1,27529,90058,4406432.20906,4406432.20906,inf
"('19153', '90058')",1,19153,90058,4773958.43777,4773958.43777,inf
"('89506', '94578')",1,89506,94578,280778.513746,280778.513746,inf
"('48036', '89509')",1,48036,89509,4103778.21404,4103778.21404,inf
"('44052', '44125')",1,44052,44125,61736.3857789,61736.3857789,inf
"('11968', '98155')",1,11968,98155,5537336.41968,5537336.41968,inf
"('14303', '95661')",1,14303,95661,4690771.40626,4690771.40626,inf
"('43085', '85338')",1,43085,85338,3264697.50518,3264697.50518,inf
"('33705', '89012')",1,33705,89012,3595979.99147,3595979.99147,inf
"('80027', '91773')",1,80027,91773,1425022.38684,1425022.38684,inf
"('38141', '78570')",1,38141,78570,895569.698122,895569.698122,inf
"('32024', '32055')",2,32024,32055,12147.7118269,6073.85591343,17526.4436108
"('30360', '85283')",1,30360,85283,3075518.23746,3075518.23746,inf
"('51106', '85381')",1,51106,85381,1780487.28311,1780487.28311,inf
"('76132', '85258')",1,76132,85258,1610149.91504,1610149.91504,inf
"('80487', '84401')",1,80487,84401,577008.180846,577008.180846,inf
"('37122', '84128')",1,37122,84128,2841638.07484,2841638.07484,inf
"('64489', '85258')",1,64489,85258,1933243.12198,1933243.12198,inf
"('15209', '15237')",2,15209,15237,8262.99657094,4131.49828547,11921.9841758
"('11203', '28117')",1,11203,28117,783354.776977,783354.776977,inf
"('85249', '94123')",1,85249,94123,1205112.0852,1205112.0852,inf
"('61264', '84074')",1,61264,84074,2409588.13851,2409588.13851,inf
"('43125', '67428')",1,43125,67428,1615520.19344,1615520.19344,inf
"('30045', '30046')",1,30045,30046,7573.36655334,7573.36655334,inf
"('68741', '91745')",1,68741,91745,2387034.18039,2387034.18039,inf
"('13321', '49428')",1,13321,49428,1164014.25853,1164014.25853,inf
"('48327', '48328')",1,48327,48328,5650.34377328,5650.34377328,inf
"('63011', '78130')",1,63011,78130,836274.791536,836274.791536,inf
"('93933', '95125')",4,93933,95125,37523.5333555,9380.88333887,27068.5077443
"('27604', '27616')",1,27604,27616,2470.30408704,2470.30408704,inf
"('63122', '95060')",1,63122,95060,3525315.35773,3525315.35773,inf
"('91731', '95688')",1,91731,95688,503592.442335,503592.442335,inf
"('33705', '89128')",1,33705,89128,3620247.65123,3620247.65123,inf
"('85213', '85215')",1,85213,85215,21243.6286994,21243.6286994,inf
"('30214', '30269')",1,30214,30269,9466.50146337,9466.50146337,inf
"('84088', '91745')",1,84088,91745,735686.931775,735686.931775,inf
"('92091', '92551')",1,92091,92551,44156.9685911,44156.9685911,inf
"('10461', '18428')",1,10461,18428,143011.081853,143011.081853,inf
"('28602', '60045')",1,28602,60045,722114.507898,722114.507898,inf
"('33624', '33626')",1,33624,33626,10242.81206,10242.81206,inf
"('31030', '31804')",1,31030,31804,113788.623429,113788.623429,inf
"('97701', '97702')",1,97701,97702,7126.46096493,7126.46096493,inf
"('44240', '44241')",1,44240,44241,2483.47421606,2483.47421606,inf
"('18347', '75169')",1,18347,75169,2267058.90776,2267058.90776,inf
"('44202', '90058')",1,44202,90058,4094498.07457,4094498.07457,inf
"('94103', '94105')",2,94103,94105,2186.58773519,1093.29386759,3155.57928203
"('32837', '46776')",1,32837,46776,447422.97763,447422.97763,inf
"('38242', '91752')",1,38242,91752,3246765.67788,3246765.67788,inf
"('39429', '90631')",1,39429,90631,3134479.95534,3134479.95534,inf
"('75070', '85043')",1,75070,85043,1723610.23363,1723610.23363,inf
"('20785', '21117')",2,20785,21117,17324.1690283,8662.08451413,24994.4927446
"('33073', '87110')",1,33073,87110,2926945.63966,2926945.63966,inf
"('27407', '27410')",1,27407,27410,2778.5255313,2778.5255313,inf
"('31021', '33330')",1,31021,33330,309343.497871,309343.497871,inf
"('91355', '93308')",1,91355,93308,65143.7855718,65143.7855718,inf
"('34711', '40209')",1,34711,40209,457798.803337,457798.803337,inf
"('66062', '94010')",1,66062,94010,3067693.68983,3067693.68983,inf
"('33321', '78040')",1,33321,78040,2138347.53747,2138347.53747,inf
"('33101', '33136')",1,33101,33136,681.802098008,681.802098008,inf
"('14850', '27617')",1,14850,27617,296568.006174,296568.006174,inf
"('89106', '89121')",1,89106,89121,8490.51436417,8490.51436417,inf
"('77070', '94806')",1,77070,94806,2983250.51139,2983250.51139,inf
"('11218', '11219')",5,11218,11219,2316.98405059,463.396810118,1440.62313345
"('43614', '92020')",1,43614,92020,3700315.33295,3700315.33295,inf
"('90058', '94587')",1,90058,94587,467917.243761,467917.243761,inf
"('19050', '90058')",1,19050,90058,4770096.30606,4770096.30606,inf
"('77025', '92404')",1,77025,92404,2428555.18094,2428555.18094,inf
"('46241', '49508')",1,46241,49508,78047.3282003,78047.3282003,inf
"('65802', '65806')",1,65802,65806,6166.32640019,6166.32640019,inf
"('89121', '91745')",1,89121,91745,337193.510064,337193.510064,inf
"('92620', '92646')",1,92620,92646,24540.7914973,24540.7914973,inf
"('23464', '41048')",1,23464,41048,947994.639376,947994.639376,inf
"('21060', '21061')",2,21060,21061,5174.14477152,2587.07238576,7465.71300271
"('43207', '72160')",1,43207,72160,951707.208719,951707.208719,inf
"('44141', '89523')",1,44141,89523,4258097.1538,4258097.1538,inf
"('36345', '36353')",1,36345,36353,4374.50651142,4374.50651142,inf
"('60560', '85233')",1,60560,85233,2598274.98108,2598274.98108,inf
"('60141', '60301')",1,60141,60301,4347.10657798,4347.10657798,inf
"('85929', '94538')",1,85929,94538,1345442.05268,1345442.05268,inf
"('70726', '84043')",1,70726,84043,2335607.93995,2335607.93995,inf
"('68701', '80906')",1,68701,80906,829466.591583,829466.591583,inf
"('55441', '55442')",1,55441,55442,332.882218142,332.882218142,inf
"('28360', '30102')",1,28360,30102,617901.134125,617901.134125,inf
"('33773', '33777')",1,33773,33777,554.922059972,554.922059972,inf
"('21702', '91770')",1,21702,91770,4514665.58473,4514665.58473,inf
"('31820', '97219')",1,31820,97219,4198648.60671,4198648.60671,inf
"('19530', '93033')",1,19530,93033,4812991.20415,4812991.20415,inf
"('53081', '53203')",1,53081,53203,20617.600598,20617.600598,inf
"('30319', '30329')",1,30319,30329,1410.53090772,1410.53090772,inf
"('47302', '47304')",1,47302,47304,8655.04388381,8655.04388381,inf
"('46226', '83263')",1,46226,83263,2857477.37105,2857477.37105,inf
"('30549', '44125')",1,30549,44125,242120.404962,242120.404962,inf
"('92610', '92688')",1,92610,92688,8122.10010153,8122.10010153,inf
"('28202', '28204')",2,28202,28204,1923.4221972,961.711098598,2775.91166543
"('90036', '90048')",1,90036,90048,2483.08902177,2483.08902177,inf
"('18017', '18020')",1,18017,18020,6663.85447834,6663.85447834,inf
"('10199', '92649')",1,10199,92649,4889693.42088,4889693.42088,inf
"('10036', '48858')",1,10036,48858,1202583.93667,1202583.93667,inf
"('31313', '84043')",1,31313,84043,3357557.37093,3357557.37093,inf
"('55433', '55448')",2,55433,55448,1603.76241317,801.881206584,2314.74008024
"('80304', '84128')",1,80304,84128,751528.614617,751528.614617,inf
"('80027', '92630')",1,80027,92630,1414255.18263,1414255.18263,inf
"('27513', '43235')",1,27513,43235,475534.755317,475534.755317,inf
"('94103', '94111')",2,94103,94111,2111.09485745,1055.54742872,3046.66608169
"('33073', '95060')",1,33073,95060,4648396.81976,4648396.81976,inf
"('11367', '90046')",1,11367,90046,4944065.37608,4944065.37608,inf
"('14213', '14222')",1,14213,14222,1722.02996761,1722.02996761,inf
"('33705', '73401')",1,33705,73401,1606649.64087,1606649.64087,inf
"('98506', '98512')",1,98506,98512,22925.2794903,22925.2794903,inf
"('76106', '97055')",1,76106,97055,2781855.02484,2781855.02484,inf
"('47150', '85258')",1,47150,85258,2895108.15008,2895108.15008,inf
"('15437', '33705')",1,15437,33705,393575.126334,393575.126334,inf
"('34209', '43085')",1,34209,43085,179006.82129,179006.82129,inf
"('76106', '93230')",1,76106,93230,2477495.02095,2477495.02095,inf
"('33165', '33175')",1,33165,33175,5391.84824529,5391.84824529,inf
"('72206', '90301')",1,72206,90301,2904840.79696,2904840.79696,inf
"('46157', '46158')",1,46157,46158,17250.4661362,17250.4661362,inf
"('46062', '46220')",1,46062,46220,6054.49328923,6054.49328923,inf
"('34608', '92806')",1,34608,92806,3924227.04867,3924227.04867,inf
"('12525', '90630')",1,12525,90630,4864788.5178,4864788.5178,inf
"('50023', '93033')",1,50023,93033,2838653.82392,2838653.82392,inf
"('14213', '94044')",1,14213,94044,4842303.10801,4842303.10801,inf
"('30354', '33408')",1,30354,33408,491978.589854,491978.589854,inf
"('68850', '91744')",1,68850,91744,2034706.83412,2034706.83412,inf
"('90274', '90275')",1,90274,90275,1506.96710883,1506.96710883,inf
"('30354', '30518')",3,30354,30518,40319.480458,13439.8268193,36701.37271
"('77013', '77049')",1,77013,77049,9452.16093843,9452.16093843,inf
"('63127', '65010')",1,63127,65010,202351.441464,202351.441464,inf
"('66104', '97208')",1,66104,97208,3115992.15863,3115992.15863,inf
"('85258', '99163')",1,85258,99163,845567.649541,845567.649541,inf
"('89117', '89146')",1,89117,89146,6025.74116431,6025.74116431,inf
"('65706', '74011')",1,65706,74011,323814.903954,323814.903954,inf
"('37188', '92606')",1,37188,92606,3462473.13024,3462473.13024,inf
"('28785', '28786')",1,28785,28786,16952.8890055,16952.8890055,inf
"('68502', '84701')",1,68502,84701,1668739.76757,1668739.76757,inf
"('19810', '93030')",1,19810,93030,4850225.00923,4850225.00923,inf
"('38053', '52730')",1,38053,52730,42652.6428239,42652.6428239,inf
"('63042', '63045')",1,63042,63045,8866.13589046,8866.13589046,inf
"('51239', '85258')",1,51239,85258,1764329.70983,1764329.70983,inf
"('33178', '67204')",1,33178,67204,1873068.16988,1873068.16988,inf
"('12421', '77338')",1,12421,77338,2296142.62093,2296142.62093,inf
"('33544', '37660')",1,33544,37660,122601.76045,122601.76045,inf
"('97301', '97330')",1,97301,97330,33822.5635149,33822.5635149,inf
"('91744', '94112')",1,91744,94112,541682.210997,541682.210997,inf
"('29730', '77057')",1,29730,77057,1607469.52338,1607469.52338,inf
"('12919', '84010')",1,12919,84010,4269413.45033,4269413.45033,inf
"('89074', '93291')",1,89074,93291,477578.647735,477578.647735,inf
"('11234', '43085')",1,11234,43085,1012113.30548,1012113.30548,inf
"('17402', '70809')",1,17402,70809,1601040.65061,1601040.65061,inf
"('84119', '97220')",1,84119,97220,1204753.37418,1204753.37418,inf
"('11746', '93308')",1,11746,93308,5046232.39346,5046232.39346,inf
"('85258', '89423')",1,85258,89423,912180.537819,912180.537819,inf
"('28217', '94539')",1,28217,94539,4558697.70519,4558697.70519,inf
"('10199', '55410')",1,10199,55410,2147744.27017,2147744.27017,inf
"('32810', '37040')",1,32810,37040,660912.139943,660912.139943,inf
"('79005', '85258')",1,79005,85258,1268983.42976,1268983.42976,inf
"('53158', '60081')",1,53158,60081,37793.9371289,37793.9371289,inf
"('30354', '37087')",1,30354,37087,210576.857827,210576.857827,inf
"('25414', '25438')",1,25414,25438,1903.86378406,1903.86378406,inf
"('28278', '92704')",1,28278,92704,4102384.77134,4102384.77134,inf
"('53051', '53081')",1,53051,53081,43250.0781843,43250.0781843,inf
"('54739', '85258')",1,54739,85258,2249503.19033,2249503.19033,inf
"('36201', '36206')",1,36201,36206,7815.08599966,7815.08599966,inf
"('84404', '84414')",3,84404,84414,15887.2073013,5295.7357671,14462.1592872
"('53037', '99207')",1,53037,99207,3249034.86246,3249034.86246,inf
"('60466', '94010')",1,60466,94010,3855964.7661,3855964.7661,inf
"('59801', '59808')",3,59801,59808,11960.783198,3986.92773265,10888.174048
"('63119', '63144')",1,63119,63144,403.281676654,403.281676654,inf
"('30354', '37398')",1,30354,37398,195239.390338,195239.390338,inf
"('30189', '30354')",1,30189,30354,21026.7538032,21026.7538032,inf
"('30084', '62837')",1,30084,62837,460770.350238,460770.350238,inf
"('29063', '87123')",1,29063,87123,2809206.71574,2809206.71574,inf
"('31308', '31321')",2,31308,31321,20958.8296874,10479.4148437,30238.1996529
"('30135', '30187')",1,30135,30187,12560.0583206,12560.0583206,inf
"('18235', '85043')",1,18235,85043,4050190.5674,4050190.5674,inf
"('85323', '98203')",1,85323,98203,1319792.41961,1319792.41961,inf
"('98019', '98052')",1,98019,98052,29658.4758829,29658.4758829,inf
"('34769', '91405')",1,34769,91405,4127535.77322,4127535.77322,inf
"('24260', '27215')",1,24260,27215,281131.514705,281131.514705,inf
"('36861', '92704')",1,36861,92704,3564255.76399,3564255.76399,inf
"('11704', '78418')",1,11704,78418,2643945.71545,2643945.71545,inf
"('53072', '53203')",1,53072,53203,39372.448115,39372.448115,inf
"('64014', '75028')",1,64014,75028,318277.222288,318277.222288,inf
"('30252', '30253')",1,30252,30253,14058.3840554,14058.3840554,inf
"('63124', '63141')",2,63124,63141,8665.1024721,4332.55123605,12502.1003653
"('28107', '75069')",1,28107,75069,1786359.63341,1786359.63341,inf
"('11792', '73025')",1,11792,73025,2749806.67724,2749806.67724,inf
"('28105', '90301')",1,28105,90301,4185739.18523,4185739.18523,inf
"('33032', '33178')",1,33032,33178,6655.17201872,6655.17201872,inf
"('30223', '90301')",1,30223,90301,3789345.44087,3789345.44087,inf
"('43085', '79229')",1,43085,79229,1961070.32478,1961070.32478,inf
"('84043', '85374')",1,84043,85374,288819.910294,288819.910294,inf
"('48636', '63090')",1,48636,63090,749947.509552,749947.509552,inf
"('44122', '54301')",1,44122,54301,723566.400632,723566.400632,inf
"('33705', '38232')",1,33705,38232,743803.710237,743803.710237,inf
"('12084', '43623')",1,12084,43623,1084406.13754,1084406.13754,inf
"('20785', '43229')",1,20785,43229,678217.567778,678217.567778,inf
"('95661', '95678')",2,95661,95678,4623.47782715,2311.73891358,6671.26853289
"('11772', '98424')",1,11772,98424,5480950.2191,5480950.2191,inf
"('44319', '60119')",1,44319,60119,772721.439554,772721.439554,inf
"('41042', '76049')",1,41042,76049,1449439.75349,1449439.75349,inf
"('27502', '27539')",1,27502,27539,11987.6404263,11987.6404263,inf
"('47714', '47715')",1,47714,47715,4631.34787094,4631.34787094,inf
"('85323', '96701')",1,85323,96701,5134247.55948,5134247.55948,inf
"('78259', '85258')",3,78259,85258,1501187.49111,500395.830369,1366440.74093
"('45459', '96817')",1,45459,96817,8158045.93742,8158045.93742,inf
"('76039', '76040')",1,76039,76040,864.973571253,864.973571253,inf
"('60085', '92404')",1,60085,92404,3265448.48354,3265448.48354,inf
"('71601', '71603')",1,71601,71603,21755.7826342,21755.7826342,inf
"('47710', '47711')",1,47710,47711,4344.21037565,4344.21037565,inf
"('27407', '48146')",1,27407,48146,380689.566098,380689.566098,inf
"('28120', '40356')",1,28120,40356,394798.389576,394798.389576,inf
"('14617', '14621')",1,14617,14621,1409.89598703,1409.89598703,inf
"('53050', '85233')",1,53050,85233,2584465.31311,2584465.31311,inf
"('33498', '91744')",1,33498,91744,4186556.11185,4186556.11185,inf
"('91204', '93257')",1,91204,93257,118873.970082,118873.970082,inf
"('89166', '92373')",1,89166,92373,217745.866601,217745.866601,inf
"('36867', '48026')",1,36867,48026,258129.044857,258129.044857,inf
"('68418', '91733')",1,68418,91733,2413481.85266,2413481.85266,inf
"('78016', '90035')",1,78016,90035,2164128.18078,2164128.18078,inf
"('70647', '91768')",1,70647,91768,2754728.24819,2754728.24819,inf
"('47274', '91730')",1,47274,91730,3516894.00918,3516894.00918,inf
"('55944', '84043')",1,55944,84043,2131028.14908,2131028.14908,inf
"('45233', '45238')",1,45233,45238,6927.22034401,6927.22034401,inf
"('40511', '89119')",1,40511,89119,3411633.35533,3411633.35533,inf
"('63141', '64106')",1,63141,64106,457455.534898,457455.534898,inf
"('17527', '92630')",1,17527,92630,4629543.85024,4629543.85024,inf
"('53207', '84404')",1,53207,84404,2692911.77868,2692911.77868,inf
"('53203', '53227')",1,53203,53227,13931.8193834,13931.8193834,inf
"('27569', '84128')",1,27569,84128,3761788.80353,3761788.80353,inf
"('93033', '94556')",1,93033,94556,392314.983003,392314.983003,inf
"('38261', '72015')",1,38261,72015,385981.31607,385981.31607,inf
"('15241', '91706')",1,15241,91706,4207864.7191,4207864.7191,inf
"('19355', '27909')",1,19355,27909,130550.927242,130550.927242,inf
"('85004', '85034')",1,85004,85034,6270.93866032,6270.93866032,inf
"('30354', '30707')",1,30354,30707,108671.175782,108671.175782,inf
"('77566', '98032')",1,77566,98032,3014473.91722,3014473.91722,inf
"('60616', '78753')",1,60616,78753,1113408.66256,1113408.66256,inf
"('28304', '89506')",1,28304,89506,4537128.41942,4537128.41942,inf
"('61602', '61603')",1,61602,61603,3544.46754113,3544.46754113,inf
"('78413', '78418')",1,78413,78418,15247.1719664,15247.1719664,inf
"('31088', '84043')",1,31088,84043,3133458.4029,3133458.4029,inf
"('49503', '93033')",1,49503,93033,3716482.45709,3716482.45709,inf
"('10040', '19977')",1,10040,19977,185335.228352,185335.228352,inf
"('85755', '89510')",1,85755,89510,1023877.13412,1023877.13412,inf
"('28278', '95054')",1,28278,95054,4553397.48854,4553397.48854,inf
"('19372', '61071')",1,19372,61071,1550118.38568,1550118.38568,inf
"('22315', '48150')",1,22315,48150,695243.681516,695243.681516,inf
"('28305', '28314')",1,28305,28314,13589.0231452,13589.0231452,inf
"('12528', '12542')",1,12528,12542,3369.74677322,3369.74677322,inf
"('89102', '89118')",1,89102,89118,4414.54662912,4414.54662912,inf
"('43085', '80525')",1,43085,80525,2448857.4204,2448857.4204,inf
"('70001', '77494')",1,70001,77494,629636.106972,629636.106972,inf
"('67846', '90058')",1,67846,90058,1944804.53727,1944804.53727,inf
"('74801', '74931')",1,74801,74931,247852.354419,247852.354419,inf
"('85212', '85258')",1,85212,85258,30640.3931377,30640.3931377,inf
"('68847', '85258')",1,68847,85258,1445155.96068,1445155.96068,inf
"('65804', '65809')",1,65804,65809,7721.6949757,7721.6949757,inf
"('90058', '93103')",1,90058,93103,164298.766677,164298.766677,inf
"('66202', '66208')",1,66202,66208,4575.60774175,4575.60774175,inf
"('22307', '61614')",1,22307,61614,1395173.35827,1395173.35827,inf
"('32407', '65638')",1,32407,65638,725497.148459,725497.148459,inf
"('22301', '22314')",1,22301,22314,482.016443314,482.016443314,inf
"('90058', '92277')",1,90058,92277,288660.681559,288660.681559,inf
"('49307', '49440')",1,49307,49440,85055.0120582,85055.0120582,inf
"('46806', '46816')",2,46806,46816,5819.07934687,2909.53967343,8396.15691627
"('33143', '76116')",1,33143,76116,1903416.07828,1903416.07828,inf
"('45211', '45248')",1,45211,45248,7329.58178814,7329.58178814,inf
"('11704', '20019')",1,11704,20019,402008.623987,402008.623987,inf
"('20785', '21771')",1,20785,21771,33540.6906181,33540.6906181,inf
"('85351', '85373')",1,85351,85373,3266.62951805,3266.62951805,inf
"('44901', '53562')",1,44901,53562,782215.35091,782215.35091,inf
"('28443', '70634')",1,28443,70634,1730095.64786,1730095.64786,inf
"('21216', '33149')",1,21216,33149,490653.644187,490653.644187,inf
"('14420', '91745')",1,14420,91745,4439436.09985,4439436.09985,inf
"('23059', '23060')",1,23059,23060,4176.30620349,4176.30620349,inf
"('33811', '44138')",1,33811,44138,207779.274749,207779.274749,inf
"('33705', '44094')",1,33705,44094,255411.814505,255411.814505,inf
"('43085', '85710')",1,43085,85710,3086776.81691,3086776.81691,inf
"('63146', '70611')",1,63146,70611,304099.450023,304099.450023,inf
"('22554', '22556')",1,22554,22556,16440.01296,16440.01296,inf
"('11747', '66537')",1,11747,66537,2480704.58665,2480704.58665,inf
"('62347', '68102')",1,62347,68102,538769.591504,538769.591504,inf
"('11422', '91744')",1,11422,91744,4906846.24367,4906846.24367,inf
"('90503', '95823')",1,90503,95823,428731.005547,428731.005547,inf
"('53805', '92618')",1,53805,92618,3008351.91161,3008351.91161,inf
"('37388', '91744')",1,37388,91744,3526468.4215,3526468.4215,inf
"('53714', '53718')",1,53714,53718,3725.04005713,3725.04005713,inf
"('11355', '53215')",1,11355,53215,1570494.24637,1570494.24637,inf
"('12801', '12804')",1,12801,12804,4612.38386951,4612.38386951,inf
"('64082', '95134')",1,64082,95134,3062779.66136,3062779.66136,inf
"('62858', '63143')",1,62858,63143,203317.74223,203317.74223,inf
"('17402', '92801')",1,17402,92801,4585684.95943,4585684.95943,inf
"('57701', '93920')",1,57701,93920,2063392.32991,2063392.32991,inf
"('90048', '93103')",1,90048,93103,146569.660584,146569.660584,inf
"('40511', '43015')",1,40511,43015,157970.514466,157970.514466,inf
"('46241', '55315')",1,46241,55315,822455.2128,822455.2128,inf
"('44130', '44142')",1,44130,44142,5240.52861326,5240.52861326,inf
"('19079', '19147')",2,19079,19147,12782.9891073,6391.49455366,18442.9549929
"('74120', '93033')",1,74120,93033,2574698.85502,2574698.85502,inf
"('45014', '85258')",1,45014,85258,3037975.96845,3037975.96845,inf
"('18702', '64601')",1,18702,64601,1981578.83982,1981578.83982,inf
"('44052', '44055')",1,44052,44055,3416.28132717,3416.28132717,inf
"('30040', '84108')",1,30040,84108,3059023.85787,3059023.85787,inf
"('94303', '94306')",1,94303,94306,3036.83899748,3036.83899748,inf
"('33063', '33068')",2,33063,33068,1211.70729385,605.853646927,1749.12410385
"('98012', '98021')",2,98012,98021,3072.54798349,1536.27399175,4433.74973867
"('91744', '98801')",1,91744,98801,770899.662489,770899.662489,inf
"('45865', '86004')",1,45865,86004,3000923.22395,3000923.22395,inf
"('39211', '93033')",1,39211,93033,3225229.22505,3225229.22505,inf
"('92154', '96720')",1,92154,96720,4356552.73571,4356552.73571,inf
"('35816', '80134')",1,35816,80134,2016901.50102,2016901.50102,inf
"('95117', '95128')",1,95117,95128,2855.12202698,2855.12202698,inf
"('68516', '85043')",1,68516,85043,1737953.15313,1737953.15313,inf
"('74021', '77449')",1,74021,77449,74345.12141,74345.12141,inf
"('10801', '94306')",1,10801,94306,5373454.31308,5373454.31308,inf
"('84108', '84112')",1,84108,84112,12631.4252745,12631.4252745,inf
"('41101', '41129')",1,41101,41129,2363.18830941,2363.18830941,inf
"('33073', '92173')",1,33073,92173,4093856.3876,4093856.3876,inf
